category,pipedrive_org_id,pipedrive_org_name,blank_field_to_fill,existing_field,existing_value,proposed_value,source_table,source_id,source_field,confidence_tier,match_strategy,reason,candidate_count,source_name,source_exact_name_match
name_review,6133,Solar Body & Paint,website,,,https://lionsautobodyfl.com/,body_shops,ChIJN8Yj2HUF2YgRo7yjk1owluw,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Solar Body & Paint vs Lions Auto Body),1,Lions Auto Body,no
existing_conflict,6136,Gunther Collision Center,,website,guntervw.com,https://www.gunthervw.com/volkswagen-certified-collision-and-repair-center/,body_shops,ChIJAed5n0UH2YgRRM6yWyU47vQ,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Gunther Collision Center,yes
name_review,6137,East Coast Collision,,website,eastcoast-collision.com,https://classiccollision.com/locations/classic-collision-boynton-beach/,body_shops,ChIJe29ZIYPf2IgRgcGeYAAvTfg,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (East Coast Collision vs Classic Collision),1,Classic Collision,no
name_review,6142,Auto Body Pros,,phone,813-623-2657,+1 319-266-5882,body_shops,ChIJhaO7gEiq-ocRyhHBEnIo5es,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Auto Body Pros vs Autobody Pros LLC),2,Autobody Pros LLC,no
name_review,6143,Salemi's Body Shop,website,,,https://crashchampions.com/locations/crash-champions-armenia-ave,body_shops,ChIJqeWi3oLDwogR_Hh9oNJrf3U,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Salemi's Body Shop vs Crash Champions Collision Repair Armenia Ave),1,Crash Champions Collision Repair Armenia Ave,no
existing_conflict,6154,Bodensteiner Body Werks,,website,bodensteinerbodywerks.com,https://bodensteinerbodywerksia.com/,body_shops,ChIJHZBQ4BqZ-4cRr6-ohGU-AsY,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Bodensteiner Body Werks,yes
name_review,6175,Bryant Collision Repair,,website,bryantcollisionrepair.com,https://www.dreamcollisionrepair.com/,body_shops,ChIJYYxj4Bpmv4cReewS7LUUugQ,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Bryant Collision Repair vs Dream Collision Repair),1,Dream Collision Repair,no
name_review,6177,McCarthy Collision Center,,website,mccathycollisioncenters.com,https://www.800newagain.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite-link,body_shops,ChIJWb1QPx6-wIcRjyUTK9yrLOo,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (McCarthy Collision Center vs McCarthy Collision Center of Olathe),1,McCarthy Collision Center of Olathe,no
name_review,6183,Alan Clark Body Shop,,website,alanclarkbodyshop.com,https://levanderauto.com/alan-clark-body-shop/,body_shops,ChIJ43oidOTSvYcRoDTK5PgeA3w,website,conflict,exact_phone,"Pipedrive name differs from source name; hold for manual review before considering the website conflict (Alan Clark Body Shop vs Alan Clark Body Shop, Inc.)",1,"Alan Clark Body Shop, Inc.",no
name_review,6184,Dave's Body Shop,,phone,785-562-2338,+1 785-562-3283,body_shops,ChIJpTD-5ewelocRVdL-oZIF6Rs,phone,conflict,exact_name_zip,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Dave's Body Shop vs Daves Body Shop),1,Daves Body Shop,no
name_review,6187,John Hoffer Chrysler Plymouth,,website,johnhofferchryslerjeep.com,http://www.johnhofferchryslerjeep.com/bodyshop/index.htm,body_shops,ChIJk1sYFNYcv4cRF51UFc9Vo88,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (John Hoffer Chrysler Plymouth vs JOHN HOFFER BODY SHOP),1,JOHN HOFFER BODY SHOP,no
name_review,6188,Viettis Autobody,website,,,http://vietti-shop.edan.io/,body_shops,ChIJ9ZNhXvHCx4cRT8ZNwapKAIc,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Viettis Autobody vs Vietti Auto Body Shop),1,Vietti Auto Body Shop,no
name_review,6189,Laird Noller Topeka Collision Center,,website,lairdnoller.com,https://www.nollerservicecenter.com/,body_shops,ChIJU4qqYyUDv4cR17yp63zh5Qw,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Laird Noller Topeka Collision Center vs Noller Topeka Collision Center),1,Noller Topeka Collision Center,no
existing_conflict,6194,Marshall Steinbeck Collision,,phone,(413) 256-1385,+1 413-256-8157,body_shops,ChIJF6mvFwjS5okRUmcCA3dtvpI,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,Marshall Steinbeck Collision,yes
name_review,6203,Sweeny Ford,website,,,http://www.greenfieldbodyshop.com/,body_shops,ChIJD4YkFEcv4YkRDqJuD4IrMYo,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Sweeny Ford vs Cartelli Collision Center),1,Cartelli Collision Center,no
existing_conflict,6211,Derby Auto Body,,website,derbyautobody.com,https://derbyautobody.com/%23,body_shops,ChIJOQOH8ujf54kRF_2NlcfekWY,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Derby Auto Body,yes
existing_conflict,6217,Mike's Custom Auto Body,,phone,(978) 977-7977,+1 928-474-1008,body_shops,ChIJY0bXwgIRLIcRYMGKuRKO7vo,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,1,Mike's Custom Auto Body,yes
needs_review_fill,6217,Mike's Custom Auto Body,website,,,https://www.facebook.com/pages/Mikes-Custom-Autobody/100406260090513,body_shops,ChIJY0bXwgIRLIcRYMGKuRKO7vo,website,review,exact_name_only,exact_name_only; same normalized name,1,Mike's Custom Auto Body,yes
name_review,6222,D & D  Autobody,,address,"445 Walpole Street, #3, Norwood, MA 02062","1604 2nd Ave N, Okanogan, WA 98840",body_shops,ChIJqcX5NtzrnFQRWwe6g-h-_Lw,address,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the address conflict (D & D Autobody vs D & D Auto Body),6,D & D Auto Body,no
name_review,6222,D & D  Autobody,,phone,7817625525,+1 509-422-5562,body_shops,ChIJqcX5NtzrnFQRWwe6g-h-_Lw,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (D & D Autobody vs D & D Auto Body),6,D & D Auto Body,no
existing_conflict,6224,Dick's Auto Body,,phone,(617) 625-9171,+1 701-720-6823,body_shops,ChIJb6ZIIrou31IRcM2DtAadc94,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,5,Dick's Auto Body,yes
needs_review_fill,6224,Dick's Auto Body,website,,,https://www.hotrodgarage.net/,body_shops,ChIJb6ZIIrou31IRcM2DtAadc94,website,review,exact_name_only,exact_name_only; same normalized name,5,Dick's Auto Body,yes
existing_conflict,6229,Highway Auto Body Services,,phone,(617) 871-2345,+1 781-871-2345,body_shops,ChIJg_Odhdqd5IkR9htIIZdyezc,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,Highway Auto Body Services,yes
existing_conflict,6236,Chesapeake Collision - Huntingtown,,phone,"410-414-2177, 301 833 6537",+1 410-414-2177,body_shops,ChIJA8eIs-SCt4kRYPL4TlPtkT4,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,Chesapeake Collision - Huntingtown,yes
existing_conflict,6236,Chesapeake Collision - Huntingtown,,website,chesapeakecollision.com,http://chesapeakecollision.com/collision-repair-huntingtown,body_shops,ChIJA8eIs-SCt4kRYPL4TlPtkT4,website,conflict,exact_name_zip,Pipedrive already has a different website; review before any overwrite,1,Chesapeake Collision - Huntingtown,yes
existing_conflict,6237,Gayan's Auto Body & Towing,,website,gayansautobody.com,https://www.gayansautobodyshop.com/,body_shops,ChIJ49dkfX0At4kRR2uOHXWp8xk,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Gayan's Auto Body & Towing,yes
existing_conflict,6238,Sullivan's Auto Body,,phone,4102573888,+1 540-373-6331,body_shops,ChIJK6Uwp9vBtokRXL2kFUWDYPU,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,2,Sullivan's Auto Body,yes
name_review,6240,Ourisman Honda of Laurel,,website,ourismanhondaoflaurel.com,https://www.ourismancollision.com/ourisman-of-laurel.htm,body_shops,ChIJrwdjRRfnt4kR8RkWuxujuLo,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Ourisman Honda of Laurel vs Ourisman Collision Center of Laurel),1,Ourisman Collision Center of Laurel,no
name_review,6242,"Marlboro Auto Body, Inc.",website,,,https://jhcc.com/locations/auto-body-shop-marlboro-md/,body_shops,ChIJCXpOEQ-Ut4kRcIFlzcagmvU,website,review,exact_phone,"Pipedrive name differs from source name; hold for manual review (Marlboro Auto Body, Inc. vs Joe Hudson's Collision Center)",1,Joe Hudson's Collision Center,no
name_review,6248,Scuderi Auto Body,website,,,https://jhcc.com/locations/auto-body-shop-rockville-md/,body_shops,ChIJ3Shp3IjTt4kR7Mb95BDXzOk,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Scuderi Auto Body vs Joe Hudson's Collision Center),1,Joe Hudson's Collision Center,no
existing_conflict,6252,Classic Auto Body,,phone,(301) 948-5993,+1 973-242-0213,body_shops,ChIJ-fWGBBlTwokRUkYuPhJUZsI,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,16,Classic Auto Body,yes
name_review,6255,"Five Star Auto Body, Inc.",,phone,4107607711,+1 631-666-3330,body_shops,ChIJVyh41a4s6IkR49BqusD4hX4,phone,conflict,exact_name_only,"Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Five Star Auto Body, Inc. vs Five Star Auto Body)",5,Five Star Auto Body,no
name_review,6266,Wes Ben Auto Body,website,,,http://www.marylandcollisioncenter.com/,body_shops,ChIJQYe8Vq4byIkRxhdSXrOnJjg,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Wes Ben Auto Body vs Wes Ben of Maryland Collision Center),1,Wes Ben of Maryland Collision Center,no
name_review,6278,Lewis' Auto Body,,phone,410-822-0017,+1 309-856-7761,body_shops,ChIJB7eCa4EBCogR0G7Hu3OWub4,phone,conflict,exact_name_only,"Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Lewis' Auto Body vs Lewis Auto Body, Inc.)",2,"Lewis Auto Body, Inc.",no
name_review,6278,Lewis' Auto Body,,website,lewisautobody.com,https://lewisautobodykewanee.com/,body_shops,ChIJB7eCa4EBCogR0G7Hu3OWub4,website,conflict,exact_name_only,"Pipedrive name differs from source name; hold for manual review before considering the website conflict (Lewis' Auto Body vs Lewis Auto Body, Inc.)",2,"Lewis Auto Body, Inc.",no
existing_conflict,6280,Preston Auto Body,,website,prestonautobody.com,https://www.prestonautobody.com/serviceappmt.aspx/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb%26utm_campaign%3Dtop-url,body_shops,ChIJ_X7UvqlEuIkR7iSRlhVr27s,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Preston Auto Body,yes
existing_conflict,6282,Preferred Auto Body,,phone,301 631 0852,+1 773-778-3160,body_shops,ChIJp2TrR68vDogRN23OvVKxSBI,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,6,Preferred Auto Body,yes
needs_review_fill,6282,Preferred Auto Body,website,,,http://www.preferredautobodychicago.weebly.com/,body_shops,ChIJp2TrR68vDogRN23OvVKxSBI,website,review,exact_name_only,exact_name_only; same normalized name,6,Preferred Auto Body,yes
existing_conflict,6284,Autobody Dimensions - Frederick,,website,autobodydimensions.com,http://autobodydimensions.com/shop-locations/frederick/,body_shops,ChIJk_A2PDDayYkRHb_gdSQ43GU,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Autobody Dimensions - Frederick,yes
name_review,6304,Collision Craftsmen of Michigan - Southfield,,website,collisioncraftsmen.com,https://www.gerbercollision.com/locations/southfield-mi%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DMI%26utm_content%3DSouthfield,body_shops,ChIJm7wFBk-2JIgRT-AXijpcIPU,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Collision Craftsmen of Michigan - Southfield vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
existing_conflict,6307,Dick's Body Shop,,phone,(207) 276-5550,+1 517-423-7701,body_shops,ChIJJ83ygNrtPIgR4SVhiTq6cAE,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,5,Dick's Body Shop,yes
needs_review_fill,6307,Dick's Body Shop,website,,,https://www.dicksbodyshoptecumseh.com/,body_shops,ChIJJ83ygNrtPIgR4SVhiTq6cAE,website,review,exact_name_only,exact_name_only; same normalized name,5,Dick's Body Shop,yes
name_review,6308,Stanley Chevrolet Buick,,website,stanleychevybuick.com,http://www.stanleychevybelfast.com/,body_shops,ChIJz2dp9WlurkwRfLCaJgWFDOo,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Stanley Chevrolet Buick vs Dutch Collision Center),1,Dutch Collision Center,no
name_review,6310,Collision Craftsmen of Michigan - Shelby Township,,website,collisioncraftsmen.com,https://www.gerbercollision.com/locations/shelby-township-mi%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DMI%26utm_content%3DShelbyTownship,body_shops,ChIJ1UrChOzgJIgRnjx2nnzQ74U,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Collision Craftsmen of Michigan - Shelby Township vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
existing_conflict,6315,Buffalo Collision Repair,,website,buffalocollisionrepair.com,https://buffalocollisionrepair.godaddysites.com/,body_shops,ChIJhZgJWayjtFIRt7zHxMMj-fs,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Buffalo Collision Repair,yes
existing_conflict,6318,Northstar Body Shop,,website,swsalesinc.com,https://www.swsalesinc.com/body-shop/,body_shops,ChIJ0XxQMhDT8IcRMjZGqJC9Ur8,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Northstar Body Shop,yes
existing_conflict,6322,Auto Collision Specialists,,phone,507-454-6964,+1 414-355-1900,body_shops,ChIJcbj-EGXiBIgRMj626kGgjqE,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,6,Auto Collision Specialists,yes
existing_conflict,6322,Auto Collision Specialists,,website,autocollisionwinona.com,http://acs-wi.com/,body_shops,ChIJcbj-EGXiBIgRMj626kGgjqE,website,conflict,exact_name_only,Pipedrive already has a different website; review before any overwrite,6,Auto Collision Specialists,yes
existing_conflict,6324,Dave's Body Shop,,phone,507-835-8615,+1 701-265-8202,body_shops,ChIJZ8Dc1t3qw1IRuPj-wffzxUs,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,16,Dave's Body Shop,yes
existing_conflict,6325,John's Body Shop,,phone,507-947-3120,+1 218-732-3273,body_shops,ChIJyaWJ1I64t1IRknrAEmuZHok,phone,conflict,exact_name_state,Pipedrive already has a different phone; review before any overwrite,1,John's Body Shop,yes
existing_conflict,6325,John's Body Shop,,website,johns-body-shop.com,https://jabspr.com/,body_shops,ChIJyaWJ1I64t1IRknrAEmuZHok,website,conflict,exact_name_state,Pipedrive already has a different website; review before any overwrite,1,John's Body Shop,yes
existing_conflict,6332,Crow Wing Auto Body,,website,crowwingautobody.com,https://crowwingauto.com/,body_shops,ChIJyamuq6fCtlIRHbBD-brnOgs,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Crow Wing Auto Body,yes
needs_review_fill,6334,Sam's Auto Body,phone,,,+1 562-489-2877,body_shops,ChIJ92eZOFsx3YAROJLxLHxOnm8,phone,review,exact_name_only,exact_name_only; same normalized name,10,Sam's Auto Body,yes
name_review,6338,Bill's Auto Body,,website,billautobodymn.com,http://www.billsautobodymn.com/,body_shops,ChIJ0R6IfYHoslIRqQiy5_s8f30,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Bill's Auto Body vs Bill's Auto Body Inc),1,Bill's Auto Body Inc,no
existing_conflict,6339,Crossroads Collision Center,,phone,651-738-1244,+1 603-669-3368,body_shops,ChIJ09a71yFJ4okRD5x49UUHRRo,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,1,Crossroads Collision Center,yes
existing_conflict,6339,Crossroads Collision Center,,website,crossroadscollision.com,https://www.vivecollision.com/shop/crossroadscollision/,body_shops,ChIJ09a71yFJ4okRD5x49UUHRRo,website,conflict,exact_name_only,Pipedrive already has a different website; review before any overwrite,1,Crossroads Collision Center,yes
name_review,6343,Schoonovers Bodyworks 2,website,,,http://schoonoverbodyworks.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26utm_id%3D2060digital,body_shops,ChIJQ8cKeZ8ps1IR6jE3KWV4a6E,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Schoonovers Bodyworks 2 vs Schoonover Bodyworks & Autocare),1,Schoonover Bodyworks & Autocare,no
name_review,6346,Vic's Brooklyn Park Collision,,website,vicscollision.com,http://www.vicscollisioncenter.com/,body_shops,ChIJ_WCCnDI3s1IRY7GlDPwGIZk,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Vic's Brooklyn Park Collision vs Vic's & Jim's Collision Center),1,Vic's & Jim's Collision Center,no
existing_conflict,6348,White Auto Body,,phone,314-839-1114,+1 217-285-6311,body_shops,ChIJN_a9-9RG3ocR6hJi4xq2XTw,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,1,White Auto Body,yes
name_review,6349,Hughes Auto Body,,phone,314-291-4446,+1 314-428-4499,body_shops,ChIJi3jjI80134cRyHLXmGVatFU,phone,conflict,exact_name_state,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Hughes Auto Body vs Hughes Auto Body Inc),1,Hughes Auto Body Inc,no
name_review,6349,Hughes Auto Body,website,,,http://www.hughesautobodystl.com/,body_shops,ChIJi3jjI80134cRyHLXmGVatFU,website,review,exact_name_state,Pipedrive name differs from source name; hold for manual review (Hughes Auto Body vs Hughes Auto Body Inc),1,Hughes Auto Body Inc,no
name_review,6353,White Auto Body,website,,,https://www.caliber.com/find-a-location/ofallon-mo%3Futm_source%3Dgoogle%26utm_medium%3Dgbp-profile%26utm_campaign%3Dwebform-GBPwebsite%26utm_content%3D%26utm_term%3D%26utm_id%3D0966,body_shops,ChIJ_0q6vbDQ3ocRhR94wD2RcMA,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (White Auto Body vs Caliber Collision),1,Caliber Collision,no
existing_conflict,6354,Clark Collision Center,,phone,816-356-2639,+1 620-268-5007,body_shops,ChIJif06eFNdpIcRt0GD8RwFnZ8,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,1,Clark Collision Center,yes
name_review,6355,B&H Automotive and Body Shop,,phone,816-436-2550,+1 816-436-2662,body_shops,ChIJ829cUgdYwIcRbfshE85C7jE,phone,conflict,exact_name_zip,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (B&H Automotive and Body Shop vs B & H Automotive and Body Shop),1,B & H Automotive and Body Shop,no
name_review,6355,B&H Automotive and Body Shop,,website,bandhautobody.com,https://www.bandhauto-body.com/,body_shops,ChIJ829cUgdYwIcRbfshE85C7jE,website,conflict,exact_name_zip,Pipedrive name differs from source name; hold for manual review before considering the website conflict (B&H Automotive and Body Shop vs B & H Automotive and Body Shop),1,B & H Automotive and Body Shop,no
existing_conflict,6357,Northstar Auto Body,,phone,816-587-0680,+1 816-587-3863,body_shops,ChIJrUKRVP72wIcRc8BFkVXoUIg,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,Northstar Auto Body,yes
name_review,6360,Ralph King Body & Frame,,phone,417-623-7667,+1 417-623-7659,body_shops,ChIJw___u_V6yIcRIMDbvrSnFLI,phone,conflict,exact_name_zip,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Ralph King Body & Frame vs Ralph King Body & Frame Inc),1,Ralph King Body & Frame Inc,no
name_review,6360,Ralph King Body & Frame,,website,ralphkingbody.com,https://www.kingbodyandframe.com/,body_shops,ChIJw___u_V6yIcRIMDbvrSnFLI,website,conflict,exact_name_zip,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Ralph King Body & Frame vs Ralph King Body & Frame Inc),1,Ralph King Body & Frame Inc,no
existing_conflict,6385,Batts Body & Paint,,phone,336-754-1770,+1 336-854-1770,body_shops,ChIJfecuzCgbU4gRa4jur3nTMlY,phone,conflict,exact_name_street,Pipedrive already has a different phone; review before any overwrite,1,Batts Body & Paint,yes
name_review,6386,S and M Auto Paint and Body Shop,website,,,http://smautobodync.com/,body_shops,ChIJ4anvKYKbVogRPcGKNiuXxp0,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (S and M Auto Paint and Body Shop vs S & M),1,S & M,no
name_review,6391,The Body Shop Collision Center,website,,,https://crashchampions.com/locations/crash-champions-north-tryon,body_shops,ChIJRcX-TbMfVIgRfRed4__w5sM,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (The Body Shop Collision Center vs Crash Champions Collision Repair North Tryon),1,Crash Champions Collision Repair North Tryon,no
existing_conflict,6397,Joe Hudson's Collision Center,,website,jhcc.com,https://jhcc.com/locations/auto-body-shop-asheville-nc/%3Futm_source%3Dgmb%26utm_medium%3DYext%26y_source%3D1_MjQxMzAyMTItNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJDxujfJuMWYgRsnB-jjNSIZA,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Joe Hudson's Collision Center,yes
name_review,6398,Classic Paint & Body,,phone,828-274-8650,+1 251-649-3607,body_shops,ChIJbS2dF1umm4gROem9ZQykzQs,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Classic Paint & Body vs Classic Paint and Body Inc),3,Classic Paint and Body Inc,no
name_review,6399,Northwest Auto Body Inc.,,phone,701-232-2703,+1 218-681-3952,body_shops,ChIJm9mingwRx1IRUP3JHkIvDmM,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Northwest Auto Body Inc. vs Northwest Auto Body),6,Northwest Auto Body,no
existing_conflict,6401,Quality Auto Body Shop,,phone,701-235-1937,+1 425-273-8354,body_shops,ChIJ89rT875XkFQREb6fGikG4ho,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,1,Quality Auto Body Shop,yes
existing_conflict,6401,Quality Auto Body Shop,,website,qualityautobodyshop.com,https://solo.to/qualityauto,body_shops,ChIJ89rT875XkFQREb6fGikG4ho,website,conflict,exact_name_only,Pipedrive already has a different website; review before any overwrite,1,Quality Auto Body Shop,yes
name_review,6405,Don Wilhelm Inc.,,website,donwilhelm.com,https://www.donwilhelm.com/BodyCenter%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgooglemybusiness%26utm_content%3Dweb_button_body_center,body_shops,ChIJW3kpL-0T0FIRM9hu_VXr9U4,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Don Wilhelm Inc. vs Wilhelm Auto Body Shop),1,Wilhelm Auto Body Shop,no
name_review,6408,Bill Barth Ford,,website,billbarthfordmandan.com,https://www.mandanford.com/,body_shops,ChIJjSUFukaF11IRn5aNIi0_8kU,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Bill Barth Ford vs Eide Ford Mandan Collision),1,Eide Ford Mandan Collision,no
name_review,6409,Kramer Collision,,website,kramercollision.com,https://eidechrysler.com/body-shop,body_shops,ChIJ9XeB-7OF11IRM01wNT4iylo,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Kramer Collision vs Eide Chrysler Collision Center),1,Eide Chrysler Collision Center,no
name_review,6431,Bumper to Bumper,,website,btbautobody.wixsite.com,http://btbautobody.wixsite.com/bumpertobumper,body_shops,ChIJodN5ioBB4okRc_hGQBnompw,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Bumper to Bumper vs Bumper to Bumper Auto Body),1,Bumper to Bumper Auto Body,no
existing_conflict,6436,Auto Body Concepts,,phone,(732) 493-0220,+1 732-897-0909,body_shops,ChIJ9bn3JkIvwokR9z3OLkVM0ps,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,Auto Body Concepts,yes
existing_conflict,6439,Pat's Auto Body,,phone,732-541-1640,+1 203-776-0333,body_shops,ChIJSzq6tX_X54kRWsfROjLKat0,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,1,Pat's Auto Body,yes
existing_conflict,6441,Bob's Auto Body,,phone,9737722043,+1 609-729-1219,body_shops,ChIJ78J2xdSpwIkR4hOCS-uuq8I,phone,conflict,exact_name_state,Pipedrive already has a different phone; review before any overwrite,1,Bob's Auto Body,yes
needs_review_fill,6441,Bob's Auto Body,website,,,https://www.carwise.com/auto-body-shops/bobs-auto-body-wildwood-nj-08260/465946,body_shops,ChIJ78J2xdSpwIkR4hOCS-uuq8I,website,review,exact_name_state,exact_name_state; same normalized name,1,Bob's Auto Body,yes
existing_conflict,6447,Fender Menders,,phone,9087531303,+1 308-635-7970,body_shops,ChIJu65XzIVRZYcR1NnH9trLmkA,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,2,Fender Menders,yes
name_review,6448,Stan's Autobody,,phone,(201) 939-5030,+1 201-707-7211,body_shops,ChIJJ8wNqGb4wokRsWjSeZIDtkI,phone,conflict,exact_name_zip,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Stan's Autobody vs Stan's Auto Body),1,Stan's Auto Body,no
existing_conflict,6453,Riverside Auto Body,,phone,(201) 759-1162,+1 620-442-9450,body_shops,ChIJkwwjrhqBsIcRaWENLgTkDP0,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,5,Riverside Auto Body,yes
existing_conflict,6454,Columbia Auto Body,,phone,(973) 839-6046,+1 201-943-5495,body_shops,ChIJt3WD2Qj3wokRITjC9cCDV-U,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,Columbia Auto Body,yes
existing_conflict,6456,Citro's Auto Body,,phone,(201) 835-1451,+1 973-835-1451,body_shops,ChIJQSWyODMDw4kRB4f3TNgahg8,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,Citro's Auto Body,yes
existing_conflict,6456,Citro's Auto Body,,website,citrosautobody.com,http://www.citrosautobodynj.com/,body_shops,ChIJQSWyODMDw4kRB4f3TNgahg8,website,conflict,exact_name_zip,Pipedrive already has a different website; review before any overwrite,1,Citro's Auto Body,yes
name_review,6462,Bergen Passaic Collision,,phone,(201) 427-7980,+1 973-427-7980,body_shops,ChIJUxfXac_8wokRhaPZbZaoT7k,phone,conflict,exact_name_zip,"Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Bergen Passaic Collision vs Bergen Passaic Collision, Inc.)",1,"Bergen Passaic Collision, Inc.",no
name_review,6462,Bergen Passaic Collision,,website,bpauto.com,http://www.bpcauto.com/,body_shops,ChIJUxfXac_8wokRhaPZbZaoT7k,website,conflict,exact_name_zip,"Pipedrive name differs from source name; hold for manual review before considering the website conflict (Bergen Passaic Collision vs Bergen Passaic Collision, Inc.)",1,"Bergen Passaic Collision, Inc.",no
